mall,store,citizenship,age,gender,race
313Somerset,Bossini,SG Citizen,26,Male,Chinese
313Somerset,Bossini,SG Citizen,41,Male,Chinese
313Somerset,Bossini,SG Citizen,19,Female,Chinese
313Somerset,Bossini,SG Citizen,28,Male,Chinese
Jurong Point,Bossini,SG Citizen,38,Male,Chinese
Jurong Point,Bossini,SG Citizen,34,Female,Chinese
Jurong Point,Bossini,SG Citizen,46,Male,Chinese
Jurong Point,Bossini,SG Citizen,26,Male,Chinese
Centrepoint,Bossini,SG Citizen,23,Female,Chinese
Centrepoint,Bossini,SG Citizen,19,Male,Chinese
Centrepoint,Bossini,SG Citizen,20,Male,Indian
Centrepoint,Bossini,SG Citizen,39,Male,Chinese
Centrepoint,Bossini,SG Citizen,30,Female,Chinese
Centrepoint,Bossini,SG Citizen,25,Male,Chinese
Centrepoint,Bossini,SG Citizen,52,Female,Chinese
Centrepoint,Bossini,SG Citizen,44,Male,Chinese
Jurong Point,Bossini,SG Citizen,38,Male,Chinese
Jurong Point,Bossini,SG Citizen,28,Male,Chinese
Jurong Point,Bossini,SG Citizen,37,Female,Indian
Jurong Point,Bossini,SG Citizen,36,Female,Malay
313Somerset,Bossini,SG Citizen,23,Female,Chinese
Centrepoint,Bossini,SG Citizen,38,Male,Chinese
Centrepoint,Bossini,SG Citizen,24,Male,Chinese
Centrepoint,Bossini,SG Citizen,28,Male,Malay
Centrepoint,Bossini,SG Citizen,25,Female,Chinese
313Somerset,Bossini,SG Citizen,30,Male,Malay
313Somerset,Bossini,SG Citizen,41,Female,Chinese
313Somerset,Bossini,SG Citizen,37,Male,Indian
313Somerset,Bossini,SG Citizen,25,Male,Chinese
Jurong Point,Bossini,SG Citizen,19,Male,Chinese
Jurong Point,Bossini,SG Citizen,41,Male,Chinese
Jurong Point,Bossini,SG Citizen,44,Male,Malay
Jurong Point,Bossini,SG Citizen,23,Male,Chinese
Jurong Point,Bossini,SG Citizen,47,Female,Chinese
Jurong Point,Bossini,SG Citizen,54,Male,Chinese
Centrepoint,Mothercare,SG Citizen,28,Female,Chinese
Centrepoint,Mothercare,SG Citizen,41,Female,Indian
Centrepoint,Mothercare,SG PR,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Female,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,43,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,41,Female,Chinese
Vivocity,Mothercare,SG Citizen,35,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,37,Female,Chinese
Vivocity,Mothercare,SG Citizen,40,Female,Chinese
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Centrepoint,Mothercare,SG PR,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,39,Female,Chinese
Centrepoint,Mothercare,SG Citizen,40,Female,Malay
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Centrepoint,Mothercare,SG PR,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,40,Female,Chinese
Centrepoint,Mothercare,SG Citizen,40,Female,Chinese
Centrepoint,Mothercare,SG Citizen,35,Female,Chinese
Centrepoint,Mothercare,SG Citizen,27,Female,Indian
Centrepoint,Mothercare,SG Citizen,34,Male,Chinese
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,37,Female,Chinese
Vivocity,Mothercare,SG Citizen,40,Female,Chinese
Vivocity,Mothercare,SG Citizen,33,Female,Chinese
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Vivocity,Mothercare,SG Citizen,26,Female,Malay
Vivocity,Mothercare,SG Citizen,32,Female,Malay
Centrepoint,Mothercare,SG Citizen,27,Female,Chinese
Centrepoint,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Chinese
Centrepoint,Mothercare,SG PR,38,Female,Others
Centrepoint,Mothercare,SG Citizen,45,Female,Chinese
Vivocity,Mothercare,SG PR,27,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Malay
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG PR,30,Female,Indian
Centrepoint,Mothercare,SG Citizen,26,Male,Malay
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Centrepoint,Mothercare,SG Citizen,40,Female,Chinese
Centrepoint,Mothercare,SG Citizen,39,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Female,Indian
Centrepoint,Mothercare,SG Citizen,31,Female,Chinese
Centrepoint,Mothercare,SG Citizen,35,Female,Chinese
Centrepoint,Mothercare,SG Citizen,27,Female,Chinese
Centrepoint,Mothercare,SG PR,36,Male,Others
Centrepoint,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Eurasian
Vivocity,Mothercare,SG Citizen,28,Female,Malay
Vivocity,Mothercare,SG Citizen,28,Female,Others
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,36,Female,Chinese
Vivocity,Mothercare,SG Citizen,24,Male,Malay
Vivocity,Mothercare,SG Citizen,26,Female,Others
Vivocity,Mothercare,SG Citizen,28,Female,Indian
Vivocity,Mothercare,SG Citizen,30,Female,Chinese
Vivocity,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG PR,38,Male,Indian
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,31,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,24,Female,Chinese
Centrepoint,Mothercare,SG PR,42,Female,Chinese
Centrepoint,Mothercare,SG Citizen,24,Female,Chinese
Centrepoint,Mothercare,SG Citizen,37,Female,Chinese
Centrepoint,Mothercare,SG Citizen,30,Female,Chinese
Centrepoint,Mothercare,SG Citizen,33,Female,Chinese
Centrepoint,Mothercare,SG Citizen,27,Female,Chinese
Centrepoint,Mothercare,SG Citizen,26,Female,Chinese
Centrepoint,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,24,Female,Malay
Vivocity,Mothercare,SG Citizen,28,Female,Chinese
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,25,Female,Chinese
Vivocity,Mothercare,SG Citizen,34,Female,Chinese
Vivocity,Mothercare,SG Citizen,38,Female,Chinese
Vivocity,Mothercare,SG Citizen,29,Female,Chinese
Vivocity,Mothercare,SG Citizen,33,Female,Chinese
Centrepoint,Mothercare,SG Citizen,28,Female,Chinese
Centrepoint,Mothercare,SG Citizen,29,Female,Chinese
Centrepoint,Mothercare,SG PR,38,Male,Indian
Centrepoint,Mothercare,SG PR,26,Male,Chinese
Centrepoint,Mothercare,SG Citizen,38,Female,Chinese
Centrepoint,Mothercare,SG Citizen,39,Female,Chinese
Centrepoint,Mothercare,SG Citizen,65,Male,Chinese
Vivocity,Mothercare,SG Citizen,22,Female,Chinese
Vivocity,Mothercare,SG Citizen,25,Female,Others
Vivocity,Mothercare,SG Citizen,21,Male,Chinese
Vivocity,Mothercare,SG Citizen,27,Male,Malay
Vivocity,Mothercare,SG Citizen,36,Male,Indian
Vivocity,Mothercare,SG Citizen,18,Male,Malay
Vivocity,Mothercare,SG Citizen,31,Female,Malay
Vivocity,Mothercare,SG PR,31,Male,Others
Centrepoint,Mothercare,SG Citizen,36,Female,Chinese
Centrepoint,Mothercare,SG Citizen,21,Female,Chinese
Centrepoint,Mothercare,SG Citizen,31,Female,Malay
Centrepoint,Mothercare,SG Citizen,31,Female,Chinese
Centrepoint,Mothercare,SG Citizen,38,Female,Chinese
Centrepoint,OSIM,SG Citizen,37,Male,Chinese
Centrepoint,OSIM,SG PR,39,Female,Chinese
Centrepoint,OSIM,SG Citizen,54,Male,Chinese
Centrepoint,OSIM,SG Citizen,39,Male,Chinese
Vivocity,OSIM,SG Citizen,48,Female,Chinese
Vivocity,OSIM,SG Citizen,46,Male,Chinese
Vivocity,OSIM,SG Citizen,29,Male,Chinese
Vivocity,OSIM,SG Citizen,31,Female,Chinese
Vivocity,OSIM,SG PR,41,Female,Chinese
Vivocity,OSIM,SG Citizen,47,Male,Chinese
Vivocity,OSIM,SG Citizen,32,Male,Chinese
Hougang Mall,OSIM,SG Citizen,48,Female,Chinese
Hougang Mall,OSIM,SG Citizen,55,Female,Malay
Hougang Mall,OSIM,SG Citizen,37,Male,Chinese
Hougang Mall,OSIM,SG Citizen,36,Male,Chinese
Hougang Mall,OSIM,SG Citizen,26,Female,Indian
Hougang Mall,OSIM,SG Citizen,53,Male,Chinese
Jurong Point,OSIM,SG Citizen,43,Male,Chinese
Jurong Point,OSIM,SG Citizen,38,Male,Chinese
Centrepoint,OSIM,SG Citizen,46,Male,Others
Centrepoint,OSIM,SG Citizen,43,Female,Chinese
Centrepoint,OSIM,SG Citizen,47,Male,Chinese
Jurong Point,OSIM,SG Citizen,37,Male,Malay
Jurong Point,OSIM,SG Citizen,27,Male,Chinese
Raffles City,OSIM,SG Citizen,50,Male,Chinese
Raffles City,OSIM,SG Citizen,27,Male,Chinese
Raffles City,OSIM,SG Citizen,36,Female,Chinese
Raffles City,OSIM,SG Citizen,33,Male,Chinese
Raffles City,OSIM,SG Citizen,39,Female,Chinese
Raffles City,OSIM,SG Citizen,51,Male,Chinese
Jurong Point,OSIM,SG Citizen,32,Female,Chinese
Jurong Point,OSIM,SG Citizen,30,Male,Malay
Hougang Mall,OSIM,SG Citizen,34,Male,Chinese
Hougang Mall,OSIM,SG Citizen,28,Female,Chinese
Hougang Mall,OSIM,SG Citizen,26,Female,Chinese
Hougang Mall,OSIM,SG Citizen,39,Male,Chinese
Hougang Mall,OSIM,SG Citizen,44,Male,Chinese
Raffles City,OSIM,SG Citizen,36,Female,Chinese
Hougang Mall,OSIM,SG Citizen,50,Male,Indian
Centrepoint,OSIM,SG PR,45,Male,Chinese
Centrepoint,OSIM,SG Citizen,34,Female,Chinese
Centrepoint,OSIM,SG Citizen,34,Male,Chinese
Centrepoint,OSIM,SG PR,37,Male,Chinese
Vivocity,OSIM,SG Citizen,37,Male,Chinese
Centrepoint,OSIM,SG Citizen,51,Female,Chinese
Raffles City,OSIM,SG Citizen,49,Male,Chinese
Raffles City,OSIM,SG Citizen,42,Male,Chinese
Raffles City,OSIM,SG Citizen,41,Female,Chinese
Vivocity,OSIM,SG Citizen,35,Male,Chinese
Vivocity,OSIM,SG Citizen,47,Male,Chinese
Vivocity,OSIM,SG Citizen,51,Male,Malay
Vivocity,OSIM,SG Citizen,22,Female,Malay
Vivocity,OSIM,SG Citizen,41,Male,Chinese
Raffles City,OSIM,SG Citizen,41,Male,Chinese
Raffles City,OSIM,SG Citizen,39,Female,Chinese
Raffles City,OSIM,SG Citizen,33,Male,Chinese
Raffles City,OSIM,SG Citizen,27,Male,Indian
Jurong Point,OSIM,SG Citizen,26,Female,Chinese
Jurong Point,OSIM,SG Citizen,27,Female,Chinese
Vivocity,OSIM,SG Citizen,42,Female,Chinese
Vivocity,OSIM,SG Citizen,38,Male,Chinese
Centrepoint,OSIM,SG Citizen,56,Female,Chinese
Centrepoint,OSIM,SG Citizen,29,Male,Chinese
Centrepoint,OSIM,SG Citizen,42,Male,Indian
Jurong Point,OSIM,SG Citizen,25,Male,Chinese
Jurong Point,OSIM,SG Citizen,28,Male,Chinese
Jurong Point,OSIM,SG Citizen,36,Male,Chinese
Vivocity,OSIM,SG Citizen,40,Male,Chinese
Vivocity,OSIM,SG Citizen,31,Female,Chinese
Jurong Point,OSIM,SG Citizen,33,Male,Chinese
Jurong Point,OSIM,SG Citizen,44,Female,Chinese
Jurong Point,OSIM,SG Citizen,33,Male,Chinese
Jurong Point,OSIM,SG Citizen,50,Male,Chinese
Raffles City,OSIM,SG Citizen,27,Female,Chinese
Raffles City,OSIM,SG Citizen,38,Male,Chinese
Raffles City,OSIM,SG Citizen,38,Male,Chinese
Raffles City,OSIM,SG Citizen,35,Male,Chinese
Raffles City,OSIM,SG Citizen,32,Female,Chinese
Hougang Mall,OSIM,SG Citizen,46,Male,Chinese
Hougang Mall,OSIM,SG Citizen,53,Male,Chinese
Hougang Mall,OSIM,SG Citizen,40,Female,Chinese
Hougang Mall,OSIM,SG Citizen,33,Male,Malay
Hougang Mall,OSIM,SG Citizen,28,Male,Chinese
Hougang Mall,OSIM,SG Citizen,37,Female,Chinese
Hougang Mall,OSIM,SG Citizen,27,Male,Chinese
Raffles City,OSIM,SG Citizen,65,Female,Chinese
Raffles City,OSIM,SG Citizen,45,Male,Chinese
Raffles City,OSIM,SG Citizen,52,Male,Chinese
Vivocity,OSIM,SG Citizen,20,Female,Malay
Vivocity,OSIM,SG Citizen,43,Female,Indian
Centrepoint,OSIM,SG Citizen,25,Male,Chinese
Centrepoint,OSIM,SG Citizen,43,Male,Chinese
Centrepoint,OSIM,SG Citizen,36,Male,Chinese
Centrepoint,OSIM,SG Citizen,37,Male,Indian
Centrepoint,OSIM,SG Citizen,40,Female,Chinese
Centrepoint,OSIM,SG Citizen,30,Male,Indian
Centrepoint,OSIM,SG Citizen,37,Male,Chinese
Centrepoint,OSIM,SG Citizen,47,Female,Chinese
Jurong Point,OSIM,SG Citizen,23,Male,Indian
Jurong Point,OSIM,SG Citizen,46,Female,Chinese
Jurong Point,OSIM,SG Citizen,39,Female,Chinese
Jurong Point,OSIM,SG Citizen,34,Male,Chinese
Jurong Point,OSIM,SG Citizen,29,Male,Chinese
Jurong Point,OSIM,SG Citizen,31,Male,Chinese
Jurong Point,OSIM,SG Citizen,40,Male,Chinese
Jurong Point,OSIM,SG Citizen,26,Male,Chinese
Vivocity,OSIM,SG Citizen,20,Male,Chinese
Vivocity,OSIM,SG Citizen,40,Male,Chinese
Vivocity,OSIM,SG Citizen,47,Male,Chinese
Vivocity,OSIM,SG Citizen,34,Female,Chinese
Vivocity,OSIM,SG Citizen,25,Male,Chinese
Vivocity,OSIM,SG Citizen,38,Female,Chinese
Jurong Point,OSIM,SG Citizen,49,Male,Chinese
Jurong Point,OSIM,SG Citizen,45,Female,Chinese
Jurong Point,OSIM,SG Citizen,38,Male,Malay
Jurong Point,OSIM,SG PR,41,Male,Chinese
Jurong Point,OSIM,SG PR,34,Male,Indian
Jurong Point,OSIM,SG PR,31,Female,Chinese
Jurong Point,OSIM,SG Citizen,32,Female,Chinese
Jurong Point,OSIM,SG Citizen,46,Female,Chinese
Hougang Mall,OSIM,SG Citizen,29,Male,Chinese
Hougang Mall,OSIM,SG Citizen,23,Male,Chinese
Hougang Mall,OSIM,SG Citizen,32,Female,Chinese
Hougang Mall,OSIM,SG Citizen,30,Female,Chinese
Hougang Mall,OSIM,SG Citizen,31,Male,Chinese
Hougang Mall,OSIM,SG Citizen,39,Male,Chinese
Hougang Mall,OSIM,SG Citizen,28,Male,Chinese
Hougang Mall,OSIM,SG Citizen,42,Male,Chinese
Hougang Mall,OSIM,SG Citizen,34,Female,Chinese
Vivocity,OSIM,SG Citizen,28,Male,Chinese
Vivocity,OSIM,SG Citizen,48,Male,Malay
Vivocity,OSIM,SG Citizen,50,Male,Chinese
Vivocity,OSIM,SG Citizen,34,Male,Chinese
Vivocity,OSIM,SG Citizen,52,Male,Chinese
Vivocity,OSIM,SG Citizen,26,Male,Chinese
Vivocity,OSIM,SG Citizen,26,Female,Chinese
Vivocity,OSIM,SG Citizen,44,Male,Chinese
Vivocity,OSIM,SG Citizen,36,Male,Chinese
Raffles City,OSIM,SG Citizen,22,Male,Chinese
Raffles City,OSIM,SG Citizen,30,Male,Chinese
Raffles City,OSIM,SG Citizen,28,Female,Chinese
Raffles City,OSIM,SG Citizen,23,Male,Chinese
Raffles City,OSIM,SG Citizen,32,Male,Chinese
Raffles City,OSIM,SG Citizen,44,Female,Chinese
Raffles City,OSIM,SG Citizen,38,Male,Chinese
Raffles City,OSIM,SG Citizen,26,Male,Chinese
Centrepoint,OSIM,SG Citizen,46,Female,Chinese
Centrepoint,OSIM,SG Citizen,49,Female,Chinese
Centrepoint,OSIM,SG Citizen,37,Male,Chinese
Centrepoint,OSIM,SG Citizen,42,Male,Chinese
Centrepoint,OSIM,SG Citizen,27,Male,Chinese
Centrepoint,OSIM,SG Citizen,54,Male,Chinese
Centrepoint,OSIM,SG Citizen,35,Female,Chinese
Centrepoint,OSIM,SG Citizen,28,Male,Chinese
Centrepoint,OSIM,SG PR,35,Male,Chinese
Vivocity,OSIM,SG Citizen,26,Male,Chinese
Vivocity,OSIM,SG Citizen,32,Female,Chinese
Vivocity,OSIM,SG Citizen,44,Male,Chinese
Vivocity,OSIM,SG Citizen,53,Male,Chinese
Vivocity,OSIM,SG Citizen,28,Male,Indian
Vivocity,OSIM,SG Citizen,49,Female,Chinese
Vivocity,OSIM,SG Citizen,28,Male,Chinese
Vivocity,OSIM,SG Citizen,39,Male,Chinese
Vivocity,OSIM,SG Citizen,36,Female,Chinese
Hougang Mall,OSIM,SG Citizen,55,Female,Chinese
Hougang Mall,OSIM,SG Citizen,22,Male,Chinese
Hougang Mall,OSIM,SG Citizen,45,Male,Chinese
Hougang Mall,OSIM,SG Citizen,44,Female,Chinese
Hougang Mall,OSIM,SG PR,43,Male,Chinese
Hougang Mall,OSIM,SG Citizen,51,Male,Malay
Hougang Mall,OSIM,SG PR,40,Male,Chinese
Hougang Mall,OSIM,SG Citizen,56,Female,Chinese
Hougang Mall,OSIM,SG Citizen,34,Male,Indian
Hougang Mall,OSIM,SG Citizen,38,Male,Chinese
Hougang Mall,OSIM,SG Citizen,54,Female,Chinese
Hougang Mall,OSIM,SG Citizen,35,Male,Chinese
Raffles City,OSIM,SG Citizen,30,Male,Chinese
Raffles City,OSIM,SG Citizen,19,Male,Indian
Raffles City,OSIM,SG Citizen,31,Male,Chinese
Raffles City,OSIM,SG Citizen,29,Female,Chinese
Raffles City,OSIM,SG Citizen,38,Female,Chinese
Raffles City,OSIM,SG Citizen,48,Female,Chinese
Raffles City,OSIM,SG Citizen,26,Male,Chinese
Raffles City,OSIM,SG Citizen,41,Male,Chinese
Raffles City,OSIM,SG Citizen,35,Male,Chinese
Raffles City,OSIM,SG Citizen,22,Male,Chinese
Raffles City,OSIM,SG Citizen,28,Female,Chinese
Jurong Point,OSIM,SG Citizen,30,Male,Chinese
Jurong Point,OSIM,SG Citizen,31,Male,Chinese
Jurong Point,OSIM,SG Citizen,50,Male,Chinese
Jurong Point,OSIM,SG Citizen,57,Female,Chinese
Jurong Point,OSIM,SG Citizen,39,Male,Chinese
Jurong Point,OSIM,SG Citizen,58,Female,Chinese
Jurong Point,OSIM,SG Citizen,45,Male,Chinese
Centrepoint,OSIM,SG Citizen,37,Male,Chinese
Centrepoint,OSIM,SG Citizen,34,Male,Chinese
Centrepoint,OSIM,SG PR,41,Male,Chinese
Centrepoint,OSIM,SG Citizen,34,Female,Chinese
Centrepoint,OSIM,SG Citizen,27,Male,Chinese
Centrepoint,OSIM,SG Citizen,51,Male,Chinese
Centrepoint,OSIM,SG Citizen,49,Female,Chinese
Centrepoint,OSIM,SG PR,43,Female,Chinese
Centrepoint,OSIM,SG Citizen,47,Male,Chinese
Centrepoint,OSIM,SG Citizen,24,Female,Chinese
Jurong Point,OSIM,SG Citizen,35,Male,Chinese
Jurong Point,OSIM,SG Citizen,58,Female,Chinese
Jurong Point,OSIM,SG Citizen,48,Male,Malay
Jurong Point,OSIM,SG Citizen,53,Female,Chinese
Vivocity,OSIM,SG Citizen,35,Female,Chinese
Vivocity,OSIM,SG Citizen,23,Female,Chinese
Vivocity,OSIM,SG PR,32,Male,Chinese
Vivocity,OSIM,SG Citizen,54,Female,Chinese
Vivocity,OSIM,SG Citizen,29,Male,Malay
Vivocity,OSIM,SG Citizen,30,Male,Indian
Vivocity,OSIM,SG Citizen,18,Male,Chinese
Vivocity,OSIM,SG Citizen,47,Male,Chinese
Vivocity,OSIM,SG Citizen,25,Male,Malay
Vivocity,OSIM,SG Citizen,45,Male,Indian
Vivocity,OSIM,SG Citizen,51,Male,Malay
Centrepoint,OSIM,SG Citizen,44,Female,Chinese
Centrepoint,OSIM,SG Citizen,19,Female,Chinese
Centrepoint,OSIM,SG Citizen,27,Male,Chinese
Centrepoint,OSIM,SG Citizen,39,Male,Chinese
Raffles City,OSIM,SG Citizen,47,Male,Chinese
Raffles City,OSIM,SG Citizen,24,Male,Chinese
Raffles City,OSIM,SG Citizen,41,Female,Chinese
Raffles City,OSIM,SG Citizen,39,Female,Chinese
Raffles City,OSIM,SG Citizen,54,Male,Chinese
Raffles City,OSIM,SG Citizen,34,Male,Chinese
Raffles City,OSIM,SG Citizen,24,Female,Others
Raffles City,OSIM,SG Citizen,42,Male,Chinese
Raffles City,OSIM,SG Citizen,28,Male,Chinese
Raffles City,OSIM,SG Citizen,38,Male,Chinese
Raffles City,OSIM,SG Citizen,31,Male,Chinese
Hougang Mall,OSIM,SG Citizen,30,Male,Chinese
Hougang Mall,OSIM,SG Citizen,41,Female,Chinese
Hougang Mall,OSIM,SG Citizen,54,Female,Chinese
Hougang Mall,OSIM,SG Citizen,46,Female,Chinese
Hougang Mall,OSIM,SG Citizen,31,Male,Malay
Jurong Point,OSIM,SG Citizen,46,Male,Chinese
Jurong Point,OSIM,SG Citizen,36,Female,Chinese
Jurong Point,OSIM,SG Citizen,51,Female,Chinese
Jurong Point,OSIM,SG Citizen,45,Male,Malay
Jurong Point,OSIM,SG Citizen,35,Male,Chinese
Jurong Point,OSIM,SG Citizen,41,Male,Chinese
Hougang Mall,OSIM,SG Citizen,26,Male,Chinese
Hougang Mall,OSIM,SG Citizen,43,Male,Chinese
Hougang Mall,OSIM,SG PR,47,Female,Chinese
Hougang Mall,OSIM,SG Citizen,51,Female,Chinese
Centrepoint,OSIM,SG Citizen,51,Male,Chinese
Centrepoint,OSIM,SG Citizen,48,Female,Chinese
Centrepoint,OSIM,SG Citizen,33,Male,Chinese
Hougang Mall,OSIM,SG Citizen,39,Female,Chinese
Jurong Point,OSIM,SG Citizen,46,Male,Chinese
Jurong Point,OSIM,SG Citizen,31,Male,Chinese
Centrepoint,OSIM,SG Citizen,46,Male,Malay
Raffles City,SK Jewellery,SG Citizen,29,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,33,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,41,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,30,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,29,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,32,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,26,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,40,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,27,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,49,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,25,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,35,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,26,Male,Chinese
Hougang Mall,SK Jewellery,SG PR,36,Female,Others
Hougang Mall,SK Jewellery,SG Citizen,38,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,24,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,51,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,29,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,39,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,42,Male,Chinese
Jurong Point,SK Jewellery,SG Citizen,27,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,48,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,37,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,33,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,47,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,39,Male,Chinese
Jurong Point,SK Jewellery,SG Citizen,41,Male,Malay
Raffles City,SK Jewellery,SG Citizen,34,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,26,Female,Others
Raffles City,SK Jewellery,SG Citizen,42,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,28,Male,Chinese
Jurong Point,SK Jewellery,SG Citizen,34,Female,Chinese
Hougang Mall,SK Jewellery,SG Citizen,31,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,47,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,17,Female,Chinese
Hougang Mall,SK Jewellery,SG PR,38,Female,Chinese
Hougang Mall,SK Jewellery,SG Citizen,43,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,23,Female,Malay
Hougang Mall,SK Jewellery,SG Citizen,27,Female,Chinese
Hougang Mall,SK Jewellery,SG Citizen,21,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,32,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,38,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,29,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,28,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,34,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,30,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,25,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,34,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,29,Male,Chinese
313Somerset,SK Jewellery,SG Citizen,40,Female,Chinese
313Somerset,SK Jewellery,SG Citizen,51,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,24,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,30,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,41,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,27,Male,Indian
Vivocity,SK Jewellery,SG Citizen,36,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,41,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,28,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,27,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,22,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,19,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,39,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,50,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,42,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,26,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,34,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,27,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,29,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,38,Female,Chinese
Vivocity,SK Jewellery,SG Citizen,43,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,32,Male,Chinese
Vivocity,SK Jewellery,SG Citizen,44,Male,Chinese
Jurong Point,SK Jewellery,SG Citizen,26,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,42,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,22,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,29,Female,Chinese
Jurong Point,SK Jewellery,SG Citizen,29,Male,Chinese
Jurong Point,SK Jewellery,SG Citizen,26,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,38,Female,Chinese
Raffles City,SK Jewellery,SG Citizen,36,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,31,Male,Others
Raffles City,SK Jewellery,SG Citizen,28,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,28,Male,Chinese
Raffles City,SK Jewellery,SG Citizen,39,Male,Chinese
Hougang Mall,SK Jewellery,SG Citizen,41,Male,Chinese
